original_text,original_label,generated_text,generated_label
i also know that if today i refuse to hate jews or anybody else it is because i know how it feels to be hated,0,I also understand that my decision today not to hate Jews or anyone else stems from a recognition of what it feels like to experience hatred.,1
i think about the book i wrote that i feel like i ve talked incessantly about to you gracious beautiful you but i think about it because it s coming close to the point where i no longer have a hand in the words anymore the point where my hands are off and yours are on,1,"I’ve been thinking about the book I wrote, and I’ve spoken about it quite a bit with you, Gracious Beautiful You. It’s becoming increasingly close to the point where I’ll no longer be involved in shaping the words, and at that stage, your input will take precedence.",1
i feel a bit more confident about my kicking in karate and my diagonal cuts in kendo though much work remains,1,"I’m feeling a little more confident with my kicking technique in karate and my diagonal cuts in kendo, although I still have much work to do.",1
i am this thing i have these feelings and i m not afraid to express them and to stand up for what i believe in,4,"I am this being, and I experience feelings that I’m comfortable sharing, as well as standing firm in my beliefs.",1
i feel funny things happening to my face and all over my body,5,"I’ve been experiencing some unusual sensations happening to my face and throughout my body, and I wanted to share that with you.",0
i feel it was very rude to put a camera that close to anybody s face in any situation,3,I was a little concerned about the camera being positioned so close to people’s faces in those situations; it felt a bit intrusive.,4
i do not believe guns are the solution to feeling afraid,4,I don’t believe guns are a solution to feeling afraid.,4
i also have learned that feelings cant hurt me unless i hold on to them,0,I’ve also come to understand that my feelings don’t inherently cause harm unless I allow myself to dwell on them.,0
i feel so damn curious with what this blond doctor plan to do this night,5,I’m feeling quite curious to see what plans the blond doctor has for tonight.,5
i dont know if i feel this way because i live in la and id rather be somewhere else or if its because im stressed about money work or if im just in need of a hug,0,"I’m not sure if these feelings are related to living in Los Angeles and wishing I were somewhere different, or perhaps stemming from stress about my finances and work, or if I simply need some comfort and support.",1
im feeling indecisive about what i want to do with the rest of my life,4,I’m finding myself feeling a bit uncertain about what I’d like to do with the rest of my life.,4
